Title,Title_URL,Image,Image1,Price,Price2,Content,rating,cartcontrolsaddcart,Avg_price
Woolworths Cherry Tomatoes Punnet 250g,https://www.woolworths.com.au/shop/productdetails/149620/woolworths-cherry-tomatoes-punnet,,https://assets.woolworths.com.au/images/1005/149620.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.7,212,, Save to list 
Cavendish Bananas Each,https://www.woolworths.com.au/shop/productdetails/133211/cavendish-bananas,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/133211.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.72,$0.72 / 1EA,,, Add to cart , Save to list 
Woolworths Baby Spinach 60g,https://www.woolworths.com.au/shop/productdetails/379515/woolworths-baby-spinach,,https://assets.woolworths.com.au/images/1005/379515.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.00,$33.33 / 1KG,,, Add to cart , Save to list 
The Odd Bunch Zucchini Prepacked 750g,https://www.woolworths.com.au/shop/productdetails/825869/the-odd-bunch-zucchini-prepacked,https://www.woolworths.com.au/content/promotiontags/odd-bunch_200x200.png,https://assets.woolworths.com.au/images/1005/825869.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.70,$3.60 / 1KG,4.8,233, Add to cart , Save to list 
Woolworths Baby Leaf Rocket 120g,https://www.woolworths.com.au/shop/productdetails/54900/woolworths-baby-leaf-rocket,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/54900.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.30,$27.50 / 1KG,4.5,456, Add to cart , Save to list 
Woolworths Tomato Truss 500g Punnet,https://www.woolworths.com.au/shop/productdetails/196442/woolworths-tomato-truss,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/196442.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.90,$11.80 / 1KG,4.5,482, Add to cart , Save to list 
Woolworths Gourmet Tomatoes Punnet 1kg,https://www.woolworths.com.au/shop/productdetails/143730/woolworths-gourmet-tomatoes-punnet,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/143730.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.70,$6.70 / 1KG,4.4,160, Add to cart , Save to list 
Woolworths Baby Rocket 60g,https://www.woolworths.com.au/shop/productdetails/380580/woolworths-baby-rocket,,https://assets.woolworths.com.au/images/1005/380580.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.20,$36.67 / 1KG,4.5,695, Add to cart , Save to list 
Spring Onion Eschallot Bunch,https://www.woolworths.com.au/shop/productdetails/147603/spring-onion-eschallot,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/147603.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.80,$2.80 / 1EA,4.7,298, Add to cart , Save to list 
Woolworths Rockmelon Large Half Each,https://www.woolworths.com.au/shop/productdetails/112533/woolworths-rockmelon-large,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/112533.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.45,$2.45 / 1EA,,, Add to cart , Save to list 
Select Gourmet Tomatoes 480g Punnet,https://www.woolworths.com.au/shop/productdetails/759911/select-gourmet-tomatoes,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/759911.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.90,$10.21 / 1KG,4.4,453, Add to cart , Save to list 
Red Seedless Watermelon Whole Each,https://www.woolworths.com.au/shop/productdetails/139429/red-seedless-watermelon-whole,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/139429.jpg?impolicy=wowsmkqiema&w=260&h=260,$25.52,$25.52 / 1EA,,, Add to cart , Save to list 
Perfection Mix A Mato Mini Tomatoes 320g,https://www.woolworths.com.au/shop/productdetails/61078/perfection-mix-a-mato-mini-tomatoes,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/61078.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.90,$18.44 / 1KG,,, Add to cart , Save to list 
Onion Shallot French Each,https://www.woolworths.com.au/shop/productdetails/189459/onion-shallot-french,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/189459.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.65,$0.65 / 1EA,,, Add to cart , Save to list 
Select Truss Cocktail Tomato Punnet 250g,https://www.woolworths.com.au/shop/productdetails/747009/select-truss-cocktail-tomato-punnet,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/747009.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.90,$15.60 / 1KG,4.7,598, Add to cart , Save to list 
Woolworths Thyme Fresh Herb 10g Punnet,https://www.woolworths.com.au/shop/productdetails/707367/woolworths-thyme-fresh-herb,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/707367.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.20,$3.20 / 10G,4.6,399, Add to cart , Save to list 
Potato White Washed Each,https://www.woolworths.com.au/shop/productdetails/208895/potato-white-washed,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/208895.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.81,$0.81 / 1EA,,, Add to cart , Save to list 
Lebanese Cucumbers Each,https://www.woolworths.com.au/shop/productdetails/137130/lebanese-cucumbers,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/137130.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.99,$0.99 / 1EA,,, Add to cart , Save to list 
Fresh Pink Lady Apples Each,https://www.woolworths.com.au/shop/productdetails/105919/fresh-pink-lady-apples,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/105919.jpg?impolicy=wowsmkqiema&w=260&h=260,$1.31,$1.31 / 1EA,,, Add to cart , Save to list 
Sweet Potato Gold Each,https://www.woolworths.com.au/shop/productdetails/147071/sweet-potato-gold,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/147071.jpg?impolicy=wowsmkqiema&w=260&h=260,$1.58,$1.58 / 1EA,,, Add to cart , Save to list 
Woolworths Baby Leaf Beetroot Salad With Beetroot Bag 180g,https://www.woolworths.com.au/shop/productdetails/317566/woolworths-baby-leaf-beetroot-salad-with-beetroot-bag,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/317566.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.50,$25.00 / 1KG,4.4,603, Add to cart , Save to list 
Cabbage Chinese Wombok Half Each,https://www.woolworths.com.au/shop/productdetails/170154/cabbage-chinese-wombok-half,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/170154.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.95,$2.95 / 1EA,,, Add to cart , Save to list 
Woolworths Baby Spinach & Rocket & Rocket 120g,https://www.woolworths.com.au/shop/productdetails/705439/woolworths-baby-spinach-rocket-rocket,,https://assets.woolworths.com.au/images/1005/705439.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.00,$25.00 / 1KG,4.4,543, Add to cart , Save to list 
Fresh Raspberry 125g,https://www.woolworths.com.au/shop/productdetails/165262/driscoll-s-fresh-raspberry,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/165262.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.00,$32.00 / 1KG,,, Add to cart , Save to list 
Fresh Broccoli Each,https://www.woolworths.com.au/shop/productdetails/134681/fresh-broccoli,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/134681.jpg?impolicy=wowsmkqiema&w=260&h=260,$1.49,$1.49 / 1EA,,, Add to cart , Save to list 
Fresh Rockmelon Whole Each,https://www.woolworths.com.au/shop/productdetails/139806/fresh-rockmelon-whole,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/139806.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.90,$4.90 / 1EA,,, Add to cart , Save to list 
Red Capsicum Each,https://www.woolworths.com.au/shop/productdetails/135306/red-capsicum,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/135306.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.48,$2.48 / 1EA,,, Add to cart , Save to list 
Woolworths Leafy Mix Salad 120g,https://www.woolworths.com.au/shop/productdetails/827628/woolworths-leafy-mix-salad,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/827628.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.00,$16.67 / 1KG,4.4,450, Add to cart , Save to list 
Select Continental Cucumbers Each,https://www.woolworths.com.au/shop/productdetails/137102/select-continental-cucumbers,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/137102.jpg?impolicy=wowsmkqiema&w=260&h=260,$1.90,$1.90 / 1EA,4.6,162, Add to cart , Save to list 
Carrot Fresh Each,https://www.woolworths.com.au/shop/productdetails/135344/carrot-fresh,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/135344.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.35,$0.35 / 1EA,,, Add to cart , Save to list 
Onion Brown Each,https://www.woolworths.com.au/shop/productdetails/144329/onion-brown,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/144329.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.56,$0.56 / 1EA,,, Add to cart , Save to list 
Onion Red Each,https://www.woolworths.com.au/shop/productdetails/144497/onion-red,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/144497.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.66,$0.66 / 1EA,,, Add to cart , Save to list 
Iceberg Lettuce Each,https://www.woolworths.com.au/shop/productdetails/154340/iceberg-lettuce,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/154340.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.00,$3.00 / 1EA,4.5,73, Add to cart , Save to list 
Eat Later Cavendish Bananas Each,https://www.woolworths.com.au/shop/productdetails/157649/eat-later-cavendish-bananas,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/157649.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.72,$0.72 / 1EA,,, Add to cart , Save to list 
Swedes Fresh Each,https://www.woolworths.com.au/shop/productdetails/149358/swedes-fresh,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/149358.jpg?impolicy=wowsmkqiema&w=260&h=260,$1.61,$1.61 / 1EA,,, Add to cart , Save to list 
Strawberry Fresh 450g Punnet,https://www.woolworths.com.au/shop/productdetails/748374/strawberry-fresh,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/748374.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.20,$16.00 / 1KG,,, Add to cart , Save to list 
Woolworths Rosemary Fresh Herb 10g Punnet,https://www.woolworths.com.au/shop/productdetails/707370/woolworths-rosemary-fresh-herb,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/707370.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.20,$3.20 / 10G,4.4,428, Add to cart , Save to list 
Woolworths Asian Style Salad Kit 350g,https://www.woolworths.com.au/shop/productdetails/743361/woolworths-asian-style-salad-kit,,https://assets.woolworths.com.au/images/1005/743361.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$15.71 / 1KG,4.5,340, Add to cart , Save to list 
Apple Royal Gala Each,https://www.woolworths.com.au/shop/productdetails/155003/apple-royal-gala,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/155003.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.94,$0.94 / 1EA,,, Add to cart , Save to list 
Woolworths Classic Coleslaw 200g,https://www.woolworths.com.au/shop/productdetails/531041/woolworths-classic-coleslaw,,https://assets.woolworths.com.au/images/1005/531041.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.00,$10.00 / 1KG,4.2,481, Add to cart , Save to list 
Fresh Granny Smith Apples Each,https://www.woolworths.com.au/shop/productdetails/130935/fresh-granny-smith-apples,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/130935.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.86,$0.86 / 1EA,,, Add to cart , Save to list 
Woolworths Qukes Baby Cucumbers Punnet 250g,https://www.woolworths.com.au/shop/productdetails/169067/woolworths-qukes-baby-cucumbers-punnet,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/169067.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.90,$15.60 / 1KG,4.7,357, Add to cart , Save to list 
Zucchini Green Punnet 500g,https://www.woolworths.com.au/shop/productdetails/839552/zucchini-green-punnet,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/839552.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.90,$7.80 / 1KG,4.2,100, Add to cart , Save to list 
Macro Certified Organic Baby Spinach 100g,https://www.woolworths.com.au/shop/productdetails/717237/macro-certified-organic-baby-spinach,,https://assets.woolworths.com.au/images/1005/717237.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.6,361,, Save to list 
Woolworths Lettuce Iceberg Blend Lettuce Blend 300g,https://www.woolworths.com.au/shop/productdetails/447755/woolworths-lettuce-iceberg-blend-lettuce-blend,,https://assets.woolworths.com.au/images/1005/447755.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.00,$10.00 / 1KG,3.8,504, Add to cart , Save to list 
Woolworths Onion Brown Bag 1kg,https://www.woolworths.com.au/shop/productdetails/144336/woolworths-onion-brown-bag,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/144336.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.20,$3.20 / 1KG,4.8,450, Add to cart , Save to list 
Woolworths Sweet Berry Truss Tomatoes Punnet 140g,https://www.woolworths.com.au/shop/productdetails/64423/woolworths-sweet-berry-truss-tomatoes-punnet,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/64423.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.50,$25.00 / 1KG,4.5,160, Add to cart , Save to list 
Capsicum Green Each,https://www.woolworths.com.au/shop/productdetails/135156/capsicum-green,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/135156.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.48,$2.48 / 1EA,,, Add to cart , Save to list 
Yellow Flesh Nectarines Each,https://www.woolworths.com.au/shop/productdetails/143494/yellow-flesh-nectarines,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/143494.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.69,$0.69 / 1EA,,, Add to cart , Save to list 
Woolworths Caesar Salad Kit Kit 290g,https://www.woolworths.com.au/shop/productdetails/233376/woolworths-caesar-salad-kit-kit,,https://assets.woolworths.com.au/images/1005/233376.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$18.97 / 1KG,4.5,20, Add to cart , Save to list 
Pumpkin Kent Cut Each,https://www.woolworths.com.au/shop/productdetails/143709/pumpkin-kent-cut,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/143709.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.45,$2.45 / 1EA,,, Add to cart , Save to list 
Aussie Sprouts Alfalfa Sprouts 125g Punnet,https://www.woolworths.com.au/shop/productdetails/147947/aussie-sprouts-alfalfa-sprouts,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/147947.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.40,$19.20 / 1KG,,, Add to cart , Save to list 
Plum Black Each,https://www.woolworths.com.au/shop/productdetails/139894/plum-black,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/139894.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.36,$0.36 / 1EA,,, Add to cart , Save to list 
Woolworths Lettuce Iceberg Shredded Lettuce 200g,https://www.woolworths.com.au/shop/productdetails/638009/woolworths-lettuce-iceberg-shredded-lettuce,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/638009.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.00,$10.00 / 1KG,3.8,374, Add to cart , Save to list 
Woolworths Leafy Mix Salad 200g,https://www.woolworths.com.au/shop/productdetails/714823/woolworths-leafy-mix-salad,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/714823.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.00,$15.00 / 1KG,4.6,672, Add to cart , Save to list 
Potato Red Washed Each,https://www.woolworths.com.au/shop/productdetails/111670/potato-red-washed,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/111670.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.81,$0.81 / 1EA,,, Add to cart , Save to list 
Silverbeet Fresh Bunch Each,https://www.woolworths.com.au/shop/productdetails/178497/silverbeet-fresh-bunch,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/178497.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.90,$4.90 / 1EA,4.6,5, Add to cart , Save to list 
Woolworths Broccolini Bunch Each,https://www.woolworths.com.au/shop/productdetails/187314/woolworths-broccolini-bunch,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/187314.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.50,$3.50 / 1EA,4.6,355, Add to cart , Save to list 
Woolworths Baby Spinach & Kale 300g,https://www.woolworths.com.au/shop/productdetails/54901/woolworths-baby-spinach-kale,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/54901.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$18.33 / 1KG,4.3,365, Add to cart , Save to list 
Woolworths Thai Salad Kit 315g,https://www.woolworths.com.au/shop/productdetails/515547/woolworths-thai-salad-kit,,https://assets.woolworths.com.au/images/1005/515547.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$1.75 / 100G,4.1,596, Add to cart , Save to list 
White Seedless Grapes Bunch Each,https://www.woolworths.com.au/shop/productdetails/138801/white-seedless-grapes-bunch,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/138801.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.80,$3.80 / 1EA,,, Add to cart , Save to list 
Woolworths Snow Peas Fresh 250g Bag,https://www.woolworths.com.au/shop/productdetails/162931/woolworths-snow-peas-fresh,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/162931.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.90,$23.60 / 1KG,4.6,412, Add to cart , Save to list 
Woolworths Kaleslaw Kit 350g,https://www.woolworths.com.au/shop/productdetails/705436/woolworths-kaleslaw-kit,,https://assets.woolworths.com.au/images/1005/705436.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$15.71 / 1KG,4.4,423, Add to cart , Save to list 
The Odd Bunch Continental Cucumber Each,https://www.woolworths.com.au/shop/productdetails/829360/the-odd-bunch-continental-cucumber,,https://assets.woolworths.com.au/images/1005/829360.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.7,424,, Save to list 
Fresh Cauliflower Half Each,https://www.woolworths.com.au/shop/productdetails/135568/fresh-cauliflower,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/135568.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.25,$2.25 / 1EA,,, Add to cart , Save to list 
Ginger Fresh Per Kg,https://www.woolworths.com.au/shop/productdetails/138082/ginger-fresh,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/138082.jpg?impolicy=wowsmkqiema&w=260&h=260,$29.00,$29.00 / 1KG,,, Add to cart , Save to list 
Woolworths Washed Potatoes Bag 2kg,https://www.woolworths.com.au/shop/productdetails/262783/woolworths-washed-potatoes-bag,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/262783.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.50,$3.75 / 1KG,4.8,573, Add to cart , Save to list 
Cabbage Chinese Wombok Whole Each,https://www.woolworths.com.au/shop/productdetails/170127/cabbage-chinese-wombok,https://www.woolworths.com.au/content/promotiontags/roundel-fresh-special-2019-200x200-1.png,https://assets.woolworths.com.au/images/1005/170127.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.90,$5.90 / 1EA,,, Add to cart , Save to list 
Fresh Blueberries Punnet 125g,https://www.woolworths.com.au/shop/productdetails/169792/fresh-blueberries-punnet,,https://assets.woolworths.com.au/images/1005/169792.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$44.00 / 1KG,,, Add to cart , Save to list 
Potato Brushed Each,https://www.woolworths.com.au/shop/productdetails/246566/potato-brushed,https://www.woolworths.com.au/content/promotiontags/supporting-aus-grown-roundel-200x200.png,https://assets.woolworths.com.au/images/1005/246566.jpg?impolicy=wowsmkqiema&w=260&h=260,$0.67,$0.67 / 1EA,,, Add to cart , Save to list 
