Title,Title_URL,Image,Price,Price1,Content,rating,cartcontrolsaddcart,Avg_price
Steggles Sweet Chilli Chicken Tenders 1kg,https://www.woolworths.com.au/shop/productdetails/646082/steggles-sweet-chilli-chicken-tenders,https://assets.woolworths.com.au/images/1005/646082.jpg?impolicy=wowsmkqiema&w=260&h=260,$11.00,$11.00 / 1KG,4.6,37, Add to cart , Save to list 
Ingham's Chicken Breast Schnitzel 400g,https://www.woolworths.com.au/shop/productdetails/85804/ingham-s-chicken-breast-schnitzel,https://assets.woolworths.com.au/images/1005/85804.jpg?impolicy=wowsmkqiema&w=260&h=260,$10.65,$26.63 / 1KG,4.3,12, Add to cart , Save to list 
Mrs Macs Microwave Giant Sausage Roll Frozen 175g,https://www.woolworths.com.au/shop/productdetails/219967/mrs-macs-microwave-giant-sausage-roll-frozen,https://assets.woolworths.com.au/images/1005/219967.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.20,$1.83 / 100G,4.0,1, Add to cart , Save to list 
Woolworths Chicken Breast Sweet Chilli Tenders 400g,https://www.woolworths.com.au/shop/productdetails/774411/woolworths-chicken-breast-sweet-chilli-tenders,https://assets.woolworths.com.au/images/1005/774411.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.50,$11.25 / 1KG,4.6,501, Add to cart , Save to list 
Ingham's Frozen Chicken Breast Tenders Sweet Chilli 400g,https://www.woolworths.com.au/shop/productdetails/229446/ingham-s-frozen-chicken-breast-tenders-sweet-chilli,https://assets.woolworths.com.au/images/1005/229446.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$13.75 / 1KG,4.7,72, Add to cart , Save to list 
Birds Eye Deli Roast Vegetables 600g,https://www.woolworths.com.au/shop/productdetails/802639/birds-eye-deli-roast-vegetables,https://assets.woolworths.com.au/images/1005/802639.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.1,40,, Save to list 
Four'n Twenty Party Pies Frozen 12 Pack,https://www.woolworths.com.au/shop/productdetails/88281/four-n-twenty-party-pies-frozen,https://assets.woolworths.com.au/images/1005/88281.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.00,$1.17 / 100G,4.3,34, Add to cart , Save to list 
Woolworths Potato Minis 1kg,https://www.woolworths.com.au/shop/productdetails/695650/woolworths-potato-minis,https://assets.woolworths.com.au/images/1005/695650.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.6,911,, Save to list 
Weight Watchers Beef Lasagne 370g,https://www.woolworths.com.au/shop/productdetails/114178/weight-watchers-beef-lasagne-null,https://assets.woolworths.com.au/images/1005/114178.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.00,$1.08 / 100G,,, Add to cart , Save to list 
Woolworths Meat Pies 6 Pack,https://www.woolworths.com.au/shop/productdetails/96118/woolworths-meat-pies,https://assets.woolworths.com.au/images/1005/96118.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.70,$0.63 / 100G,3.7,905, Add to cart , Save to list 
Weight Watchers Chicken & Mushroom Fettuccine 300g,https://www.woolworths.com.au/shop/productdetails/141158/weight-watchers-chicken-mushroom-fettuccine-null,https://assets.woolworths.com.au/images/1005/141158.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.00,$1.33 / 100G,,, Add to cart , Save to list 
Weis Ice Cream & Fruit Bar Macadamia Mango Cream 70ml X 4 Pack,https://www.woolworths.com.au/shop/productdetails/224380/weis-ice-cream-fruit-bar-macadamia-mango-cream,https://assets.woolworths.com.au/images/1005/224380.jpg?impolicy=wowsmkqiema&w=260&h=260,$9.50,$3.39 / 100ML,4.8,49, Add to cart , Save to list 
Birds Eye Steam Fresh Peas Beans Broccoli Corn Mix 750g,https://www.woolworths.com.au/shop/productdetails/782977/birds-eye-steam-fresh-peas-beans-broccoli-corn-mix,https://assets.woolworths.com.au/images/1005/782977.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$7.33 / 1KG,4.8,63, Add to cart , Save to list 
"Bulla Splits Multipack Raspberry, Mango & Lemon Lime 10 Pack",https://www.woolworths.com.au/shop/productdetails/140646/bulla-splits-multipack-raspberry-mango-lemon-lime,https://assets.woolworths.com.au/images/1005/140646.jpg?impolicy=wowsmkqiema&w=260&h=260,$8.00,$1.07 / 100ML,4.9,51, Add to cart , Save to list 
Gelativo Mango Sorbet 1l,https://www.woolworths.com.au/shop/productdetails/321236/gelativo-mango-sorbet,https://assets.woolworths.com.au/images/1005/321236.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.00,$0.60 / 100ML,4.7,20, Add to cart , Save to list 
Essentials Frozen Mixed Vegetables 1kg,https://www.woolworths.com.au/shop/productdetails/93915/essentials-frozen-mixed-vegetables,https://assets.woolworths.com.au/images/1005/93915.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.80,$2.80 / 1KG,4.0,588, Add to cart , Save to list 
Mccain Pub Style Extra Crispy Chips 750g,https://www.woolworths.com.au/shop/productdetails/822845/mccain-pub-style-extra-crispy-chips,https://assets.woolworths.com.au/images/1005/822845.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$7.33 / 1KG,5.0,1, Add to cart , Save to list 
Heinz Steam Fresh Vegetables Frozen Veg Beans Broccoli Peas 450g,https://www.woolworths.com.au/shop/productdetails/260848/heinz-steam-fresh-vegetables-frozen-veg-beans-broccoli-peas,https://assets.woolworths.com.au/images/1005/260848.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.40,$7.56 / 1KG,4.6,45, Add to cart , Save to list 
Woolworths Carrots Peas & Corn 1kg,https://www.woolworths.com.au/shop/productdetails/768569/woolworths-carrots-peas-corn,https://assets.woolworths.com.au/images/1005/768569.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.50,$4.50 / 1KG,4.6,827, Add to cart , Save to list 
Heinz Steam Fresh Vegetables Frozen Broccoli Carrot Cauliflower 450g,https://www.woolworths.com.au/shop/productdetails/211189/heinz-steam-fresh-vegetables-frozen-broccoli-carrot-cauliflower,https://assets.woolworths.com.au/images/1005/211189.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.40,$7.56 / 1KG,4.6,48, Add to cart , Save to list 
Linda Mccartney's Sausage Roll Vegetarian 6 Pack,https://www.woolworths.com.au/shop/productdetails/749520/linda-mccartney-s-sausage-roll-vegetarian,https://assets.woolworths.com.au/images/1005/749520.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$1.61 / 100G,,, Add to cart , Save to list 
Weight Watchers Creamy Tuna Bake Bowl 320g,https://www.woolworths.com.au/shop/productdetails/482773/weight-watchers-creamy-tuna-bake-bowl-null,https://assets.woolworths.com.au/images/1005/482773.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.00,$1.25 / 100G,4.2,22, Add to cart , Save to list 
Woolworths Frozen Raspberries 500g,https://www.woolworths.com.au/shop/productdetails/260004/woolworths-frozen-raspberries,https://assets.woolworths.com.au/images/1005/260004.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.00,$14.00 / 1KG,4.6,410, Add to cart , Save to list 
Birds Eye Veggie Rice Broccoli & Cauli 500g,https://www.woolworths.com.au/shop/productdetails/62825/birds-eye-veggie-rice-broccoli-cauli,https://assets.woolworths.com.au/images/1005/62825.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$11.00 / 1KG,4.6,40, Add to cart , Save to list 
Mrs Macs Giant Sausage Rolls 4 Pack,https://www.woolworths.com.au/shop/productdetails/160000/mrs-macs-giant-sausage-rolls,https://assets.woolworths.com.au/images/1005/160000.jpg?impolicy=wowsmkqiema&w=260&h=260,$9.50,$1.36 / 100G,5.0,1, Add to cart , Save to list 
Four'n Twenty Pies Meat 4 Pack,https://www.woolworths.com.au/shop/productdetails/24940/four-n-twenty-pies-meat,https://assets.woolworths.com.au/images/1005/24940.jpg?impolicy=wowsmkqiema&w=260&h=260,$8.50,$1.21 / 100G,4.3,78, Add to cart , Save to list 
Ruffie Rustic Foods Plant Based Chicken-ie Schnitzel Frozen Meal 350g,https://www.woolworths.com.au/shop/productdetails/111268/ruffie-rustic-foods-plant-based-chicken-ie-schnitzel-frozen-meal,https://assets.woolworths.com.au/images/1005/111268.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.00,$2.00 / 100G,,, Add to cart , Save to list 
"Heinz Steam Fresh Vegetables Frozen Veg Broccoli, Carrots & Peas 450g",https://www.woolworths.com.au/shop/productdetails/228739/heinz-steam-fresh-vegetables-frozen-veg-broccoli-carrots-peas,https://assets.woolworths.com.au/images/1005/228739.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.40,$7.56 / 1KG,4.6,55, Add to cart , Save to list 
Twisted Gluten Free Frozen Yoghurt Mini Multpack 4x120ml,https://www.woolworths.com.au/shop/productdetails/577912/twisted-gluten-free-frozen-yoghurt-mini-multpack,https://assets.woolworths.com.au/images/1005/577912.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.50,$1.56 / 100ML,4.5,11, Add to cart , Save to list 
Borg's Traditional Puff Pastry 1.9kg,https://www.woolworths.com.au/shop/productdetails/173040/borg-s-traditional-puff-pastry,https://assets.woolworths.com.au/images/1005/173040.jpg?impolicy=wowsmkqiema&w=260&h=260,$8.50,$0.45 / 100G,4.8,45, Add to cart , Save to list 
Mccain Beer Batter Steakhouse Chips 750g,https://www.woolworths.com.au/shop/productdetails/249351/mccain-beer-batter-steakhouse-chips,https://assets.woolworths.com.au/images/1005/249351.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.30,$7.07 / 1KG,4.6,98, Add to cart , Save to list 
Woolworths Broccoli & Cauliflower 500g,https://www.woolworths.com.au/shop/productdetails/768561/woolworths-broccoli-cauliflower,https://assets.woolworths.com.au/images/1005/768561.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.5,812,, Save to list 
Weis Fruito Passionfruit Pineapple & Banana Ice Cream & Fruit Bar 4 Pack,https://www.woolworths.com.au/shop/productdetails/178950/weis-fruito-passionfruit-pineapple-banana-ice-cream-fruit-bar,https://assets.woolworths.com.au/images/1005/178950.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.8,26,, Save to list 
Woolworths Prep Set Go Diced Frozen Onions 500g,https://www.woolworths.com.au/shop/productdetails/61998/woolworths-prep-set-go-diced-frozen-onions,https://assets.woolworths.com.au/images/1005/61998.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.70,$5.40 / 1KG,4.5,712, Add to cart , Save to list 
Tegel Take Outs Louisiana Style Burger 600g,https://www.woolworths.com.au/shop/productdetails/173697/tegel-take-outs-louisiana-style-burger,https://assets.woolworths.com.au/images/1005/173697.jpg?impolicy=wowsmkqiema&w=260&h=260,$14.00,$23.33 / 1KG,4.8,4, Add to cart , Save to list 
Woolworths Australian Beef Microwave Sausage Roll 175g,https://www.woolworths.com.au/shop/productdetails/183622/woolworths-australian-beef-microwave-sausage-roll,https://assets.woolworths.com.au/images/1005/183622.jpg?impolicy=wowsmkqiema&w=260&h=260,$2.20,$1.26 / 100G,3.0,270, Add to cart , Save to list 
Herbert Adams Cream Cheese & Spinach Savoury Rolls 2 Pack,https://www.woolworths.com.au/shop/productdetails/162049/herbert-adams-cream-cheese-spinach-savoury-rolls,https://assets.woolworths.com.au/images/1005/162049.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.00,$1.58 / 100G,,, Add to cart , Save to list 
Mccain Quick Cook Mini Smiles Crunchy 500g,https://www.woolworths.com.au/shop/productdetails/139658/mccain-quick-cook-mini-smiles-crunchy,https://assets.woolworths.com.au/images/1005/139658.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.0,2,, Save to list 
Birds Eye Deli Seasoned Chips Sea Salt & Rosemary 600g,https://www.woolworths.com.au/shop/productdetails/752346/birds-eye-deli-seasoned-chips-sea-salt-rosemary,https://assets.woolworths.com.au/images/1005/752346.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.7,104,, Save to list 
Gelativo Sorbet Lemon Lime 1l,https://www.woolworths.com.au/shop/productdetails/227461/gelativo-sorbet-lemon-lime,https://assets.woolworths.com.au/images/1005/227461.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.00,$0.60 / 100ML,4.4,15, Add to cart , Save to list 
Birds Eye Veggie Rice Cauliflower 500g,https://www.woolworths.com.au/shop/productdetails/802638/birds-eye-veggie-rice-cauliflower,https://assets.woolworths.com.au/images/1005/802638.jpg?impolicy=wowsmkqiema&w=260&h=260,$5.50,$11.00 / 1KG,4.7,56, Add to cart , Save to list 
Ocean Chef Squid Rings Panko 360g,https://www.woolworths.com.au/shop/productdetails/772620/ocean-chef-squid-rings-panko,https://assets.woolworths.com.au/images/1005/772620.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.00,$16.67 / 1KG,,, Add to cart , Save to list 
Woolworths Frozen Mixed Berries 1kg,https://www.woolworths.com.au/shop/productdetails/586517/woolworths-frozen-mixed-berries,https://assets.woolworths.com.au/images/1005/586517.jpg?impolicy=wowsmkqiema&w=260&h=260,$11.00,$11.00 / 1KG,4.7,1149, Add to cart , Save to list 
Birds Eye Deli Whiting Crisp Light Batter 250g,https://www.woolworths.com.au/shop/productdetails/691284/birds-eye-deli-whiting-crisp-light-batter,https://assets.woolworths.com.au/images/1005/691284.jpg?impolicy=wowsmkqiema&w=260&h=260,$7.50,$30.00 / 1KG,4.9,33, Add to cart , Save to list 
Woolworths Brussels Sprouts 500g,https://www.woolworths.com.au/shop/productdetails/768583/woolworths-brussels-sprouts,https://assets.woolworths.com.au/images/1005/768583.jpg?impolicy=wowsmkqiema&w=260&h=260,$3.00,$6.00 / 1KG,4.1,674, Add to cart , Save to list 
Woolworths Crumbed Chicken Breast Tenders 1kg,https://www.woolworths.com.au/shop/productdetails/132260/woolworths-crumbed-chicken-breast-tenders,https://assets.woolworths.com.au/images/1005/132260.jpg?impolicy=wowsmkqiema&w=260&h=260,$11.00,$11.00 / 1KG,4.2,366, Add to cart , Save to list 
Woolworths Frozen Blueberries 500g,https://www.woolworths.com.au/shop/productdetails/260007/woolworths-frozen-blueberries,https://assets.woolworths.com.au/images/1005/260007.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.20,$12.40 / 1KG,4.5,534, Add to cart , Save to list 
Birds Eye Stir Fry Mix Chinese 850g,https://www.woolworths.com.au/shop/productdetails/705694/birds-eye-stir-fry-mix-chinese,https://assets.woolworths.com.au/images/1005/705694.jpg?impolicy=wowsmkqiema&w=260&h=260,,,4.7,42,, Save to list 
Steggles Chicken Pieces Flaming Wing Nibbles Spicy 1kg,https://www.woolworths.com.au/shop/productdetails/383623/steggles-chicken-pieces-flaming-wing-nibbles-spicy,https://assets.woolworths.com.au/images/1005/383623.jpg?impolicy=wowsmkqiema&w=260&h=260,$11.00,$11.00 / 1KG,4.8,6, Add to cart , Save to list 
Dr. Oetker Ristorante Pizza Peperoni 310g,https://www.woolworths.com.au/shop/productdetails/705420/dr-oetker-ristorante-pizza-peperoni,https://assets.woolworths.com.au/images/1005/705420.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.00,$1.94 / 100G,4.7,53, Add to cart , Save to list 
Woolworths Frozen Mixed Berries 500g,https://www.woolworths.com.au/shop/productdetails/260010/woolworths-frozen-mixed-berries,https://assets.woolworths.com.au/images/1005/260010.jpg?impolicy=wowsmkqiema&w=260&h=260,$6.20,$12.40 / 1KG,4.6,1021, Add to cart , Save to list 
Steggles Tempura Chicken Breast Nuggets 400g,https://www.woolworths.com.au/shop/productdetails/339262/steggles-tempura-chicken-breast-nuggets,https://assets.woolworths.com.au/images/1005/339262.jpg?impolicy=wowsmkqiema&w=260&h=260,$4.95,$12.38 / 1KG,4.7,42, Add to cart , Save to list 
