LOOKUP SQL
select 'abrasive cleaner' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%ABRASIVE$CLEANER%' limit 1
select 'pet care' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PET$CARE%' limit 1
select 'photo/film' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PHOTO/FILM%' limit 1
select 'pickled vegetables' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PICKLED$VEGETABLES%' limit 1
select 'pip fruit' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PIP$FRUIT%' limit 1
select 'popcorn' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%POPCORN%' limit 1
select 'pork' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PORK%' limit 1
select 'pot plants' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%POT$PLANTS%' limit 1
select 'potato products' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%POTATO$PRODUCTS%' limit 1
select 'preservation products' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PRESERVATION$PRODUCTS%' limit 1
select 'processed cheese' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PROCESSED$CHEESE%' limit 1
select 'prosecco' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PROSECCO%' limit 1
select 'pudding powder' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%PUDDING$POWDER%' limit 1
select 'ready soups' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%READY$SOUPS%' limit 1
select 'red/blush wine' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%RED$WINE%' limit 1
select 'rice' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%RICE%' limit 1
select 'roll products' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%ROLL$PRODUCTS%' limit 1
select 'rolls/buns' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%ROLLS$BUNS%' limit 1
select 'root vegetables' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%ROOT$VEGETABLES%' limit 1
select 'rubbing alcohol' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%RUBBING$ALCOHOL%' limit 1
select 'rum' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%RUM%' limit 1
select 'salad dressing' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SALAD$DRESSING%' limit 1
select 'salt' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SALT%' limit 1
select 'salty snack' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SALTY$SNACK%' limit 1
select 'sauces' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SAUCES%' limit 1
select 'sausage' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SAUSAGE%' limit 1
select 'seasonal products' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SEASONAL$PRODUCTS%' limit 1
select 'semi-finished bread' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SEMI-FINISHED$BREAD%' limit 1
select 'shopping bags' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SHOPPING$BAGS%' limit 1
select 'skin care' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SKIN$CARE%' limit 1
select 'sliced cheese' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SLICED$CHEESE%' limit 1
select 'snack products' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SNACK$PRODUCTS%' limit 1
select 'soap' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SOAP%' limit 1
select 'soda' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SODA%' limit 1
select 'soft cheese' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SOFT$CHEESE%' limit 1
select 'softener' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SOFTENER%' limit 1
select 'soups' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SOUPS%' limit 1
select 'sparkling wine' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPARKLING$WINE%' limit 1
select 'specialty bar' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPECIALTY$BAR%' limit 1
select 'specialty cheese' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPECIALTY$CHEESE%' limit 1
select 'specialty chocolate' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPECIALTY$CHOCOLATE%' limit 1
select 'specialty fat' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPECIALTY$FAT%' limit 1
select 'specialty vegetables' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPECIALTY$VEGETABLES%' limit 1
select 'spices' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPICES%' limit 1
select 'spread cheese' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SPREAD$CHEESE%' limit 1
select 'sugar' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SUGAR%' limit 1
select 'sweet spreads' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SWEET$SPREADS%' limit 1
select 'syrup' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%SYRUP%' limit 1
select 'tea' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%TEA%' limit 1
select 'tidbits' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%TIDBITS%' limit 1
select 'toilet cleaner' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%TOILET$CLEANER%' limit 1
select 'tropical fruit' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%TROPICAL$FRUIT%' limit 1
select 'turkey' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%TURKEY%' limit 1
select 'UHT-milk' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%UHT-MILK%' limit 1
select 'vinegar' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%VINEGAR%' limit 1
select 'waffles' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WAFFLES%' limit 1
select 'whipped/sour cream' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WHIPPED$SOUR$CREAM%' limit 1
select 'whisky' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WHISKY%' limit 1
select 'white bread' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WHITE$BREAD%' limit 1
select 'white wine' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WHITE$WINE%' limit 1
select 'whole milk' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%WHOLE$MILK%' limit 1
select 'yogurt' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%YOGURT%' limit 1
select 'zwieback' AS ITEM_DESC, ITEM_NAME, ITEM_ID from ITEM where upper(ITEM_NAME) like '%ZWIEBACK%' limit 1
